particle_id,longitude,latitude,mass,water_fraction,age_hours
111,70.74513184020705,20.862304977879152,1.0,0.0,36.0
112,70.72025613346776,20.84184555079277,1.0,0.0,36.0
113,70.71650088324243,20.836246023440783,1.0,0.0,36.0
114,70.7349055794368,20.84054588114241,1.0,0.0,36.0
115,70.70774139639539,20.87483377458193,1.0,0.0,36.0
116,70.71188183748679,20.854863259864807,1.0,0.0,36.0
117,70.7264828703794,20.825626423860697,1.0,0.0,36.0
118,70.75621342224123,20.841525916623553,1.0,0.0,36.0
119,70.7493959341485,20.871130251259924,1.0,0.0,36.0
120,70.73477666281158,20.80944421890194,1.0,0.0,36.0
121,70.7554744276126,20.827109301442963,1.0,0.0,36.0
122,70.72694346266809,20.82711399028692,1.0,0.0,36.0
123,70.74351073863004,20.837473972623354,1.0,0.0,36.0
124,70.7622134484065,20.872644328999876,1.0,0.0,36.0
125,70.73493344535194,20.83371659170405,1.0,0.0,36.0
126,70.74643633470892,20.853444367684467,1.0,0.0,36.0
127,70.75537730369761,20.867354344095297,1.0,0.0,36.0
128,70.7366490104824,20.839940035010457,1.0,0.0,36.0
129,70.76430043501969,20.83505908848772,1.0,0.0,36.0
130,70.73283687595185,20.79919980657542,1.0,0.0,36.0
131,70.71724529358306,20.8670340833548,1.0,0.0,36.0
132,70.76405374150649,20.855987778274674,1.0,0.0,36.0
133,70.73488550169301,20.83724863056832,1.0,0.0,36.0
134,70.7440452728885,20.803060141267558,1.0,0.0,36.0
135,70.7343016019693,20.798919627412676,1.0,0.0,36.0
136,70.742302011155,20.83842035879559,1.0,0.0,36.0
137,70.72363423456049,20.832622289361883,1.0,0.0,36.0
138,70.71534553750247,20.8228933499546,1.0,0.0,36.0
139,70.7215105811254,20.84738538138811,1.0,0.0,36.0
140,70.71243212786698,20.840917763602356,1.0,0.0,36.0
141,70.73414318053517,20.859401684651786,1.0,0.0,36.0
142,70.7288593535028,20.813835530205015,1.0,0.0,36.0
143,70.73611992778315,20.867168684658747,1.0,0.0,36.0
144,70.7192125671614,20.85010185168836,1.0,0.0,36.0
